дата в UNIX-формате|сколько баллов|имя_кому_меняли|кто_менял|причина||||
1451716260|+1|WR||За добавление сообщения в теме <a href='index.php?id=1011001' target=_blank>Возможности скрипта форума WR-Forum 2.0</a>||||
