10000|10000|100|1|самое вкусное и интересное||0|0|0|0|0|||||
10001|10001|101|0|Информация о форуме|Информация о форуме. Просто, понятно, доступно - всё что вы хотели знать, но боялись спросить.|1|2|100|||1011001|1547976250|Администратор|Возможности скрипта форума WR-Forum 2.0|
10002|10002|102|0|Курилка|Обсуждение любых тем, сайтов, событий, погоды и т.д.|1|1|100|||1021000|1673108854|Михаил|Тест|
10003|10003|103|0|Закрытый раздел|Только для избранных. У кого количество звёзд больше 3-х|0|0|100|3||||||
